word,normalized_word,dataset,original_label,video_path,original_filename,signer,split,fps,resolution,duration,license,paper,repository,download_url,sha256,phash,quality_score,duplicate_status,review_status
school,school,INCLUDE,school,ISL_DATASET\school\school__INCLUDE__00498__MVI_3535.mp4,MVI_3535.MOV,include_MVI_3535,,30.0,854x480,2.2,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,1ba04f0de83b4fa9c0fec7aacc3a2ed2778250487bcc4c3551631e2798e05217,7f7f7f77e7640000,1.0,unique,accepted
school,school,INCLUDE,school,ISL_DATASET\school\school__INCLUDE__00499__MVI_3536.mp4,MVI_3536.MOV,include_MVI_3536,,30.0,854x480,2.133333,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,94c082d27b45b3d1ba2e303e59f63d23987fa374a80b7261f553fe724d56b816,7f7f7f77e7640000,1.0,unique,accepted
school,school,INCLUDE,school,ISL_DATASET\school\school__INCLUDE__00500__MVI_3537.mp4,MVI_3537.MOV,include_MVI_3537,,30.0,854x480,1.733333,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,fd0d84becf8d476c485aadce5f25fc0d9446b43b60fcef354b6d9d561c7bd463,7f7f7f67e7640000,1.0,unique,accepted
school,school,INCLUDE,school,ISL_DATASET\school\school__INCLUDE__00501__MVI_3538.mp4,MVI_3538.MOV,include_MVI_3538,,30.0,854x480,2.233333,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,e5bd9cf51d4ecdd52b582c6caeab7f124ee5142034987f92f2151cd38833225e,7f7f7f77e7640000,1.0,unique,accepted
school,school,INCLUDE,school,ISL_DATASET\school\school__INCLUDE__00502__MVI_3614.mp4,MVI_3614.MOV,include_MVI_3614,,30.0,854x480,2.233008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,5f12a24fc5571f541cfbaa8950df771057368e2749d5a8bd0a83bdbc8c0e360c,7f7f6f6767670000,1.0,unique,accepted
school,school,INCLUDE,school,ISL_DATASET\school\school__INCLUDE__00503__MVI_3615.mp4,MVI_3615.MOV,include_MVI_3615,,30.0,854x480,2.2,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,33c9f65aef21415644ef733c2eabe725ba9fd7abc010e5de710fda56ec111b6a,7f7f6f6767670000,1.0,unique,accepted
school,school,INCLUDE,school,ISL_DATASET\school\school__INCLUDE__00504__MVI_3616.mp4,MVI_3616.MOV,include_MVI_3616,,30.0,854x480,1.833333,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,cabb9a4782d8423b0bfd6106441ae4b1ec28ae544ebbc84f5bd08bf0ea2983ff,7f7f6f6767670000,1.0,unique,accepted
school,school,INCLUDE,school,ISL_DATASET\school\school__INCLUDE__00505__MVI_3617.mp4,MVI_3617.MOV,include_MVI_3617,,30.0,854x480,1.966016,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,9ab21e2bf71096acd388fafc07c2b93029416f53e242e28e34e4ac1477f03a63,7f7f6f6767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00506__MVI_3315.mp4,MVI_3315.MOV,include_MVI_3315,,30.0,854x480,3.233008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,40efe784ab77255d6bb0518c1f51cb67c808fa1c3c182ccaedfa7d035608653b,7f77676767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00507__MVI_3316.mp4,MVI_3316.MOV,include_MVI_3316,,30.0,854x480,3.0,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,e641076d58ac04f6e23f2f74155d81d779e86a301d66c62e81734a9a163eb435,7f77676767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00508__MVI_3317.mp4,MVI_3317.MOV,include_MVI_3317,,30.0,854x480,2.833333,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,dfbed750a714460079ba925b6293aeb6300b69ee2f81d7aaa5a94fe72ec228ff,7f77676767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00509__MVI_3318.mp4,MVI_3318.MOV,include_MVI_3318,,30.0,854x480,2.866667,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,b7af840b99425ba856f6c0a65eeb8cf7cb4b67be6f7a0e3114f4b9c89ca63e27,7f77776767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00510__MVI_3397.mp4,MVI_3397.MOV,include_MVI_3397,,30.0,854x480,3.133333,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,1fad0f31effc837bda2db44de1bd2f9af0d97a2c82d73df9e504c8cbbcb288fc,7f7f7f6767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00511__MVI_3398.mp4,MVI_3398.MOV,include_MVI_3398,,30.0,854x480,2.8,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,48a2ea34cb05049c7fe04baccdb02ad1fa66fc7026db4977edc556ba67ce377a,7f7f7f6767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00512__MVI_3399.mp4,MVI_3399.MOV,include_MVI_3399,,30.0,854x480,2.6,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,6c94f3fc5a46eaf276da9a7751b6922da37acbfc97e4fb4ef72b9bd574532c44,7f7f776767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00513__MVI_3400.mp4,MVI_3400.MOV,include_MVI_3400,,30.0,854x480,2.833008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,06da02c7256d352a2d83593fa471781b39c62bd4155f2086e11f6277c9e44a6f,7f7f6f6767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00514__MVI_3480.mp4,MVI_3480.MOV,include_MVI_3480,,30.0,854x480,2.633008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,14b3e4edc9b7505d6dd1f90762bbf32c70b07505d40bd47b3b23c63d9226b3f2,7f77676767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00515__MVI_3481.mp4,MVI_3481.MOV,include_MVI_3481,,30.0,854x480,2.766016,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,462dbc32ab5a3d6787629ef40bc7976a543bcce0f61555d78bb2b9ea78d970fe,7f77676767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00516__MVI_3482.mp4,MVI_3482.MOV,include_MVI_3482,,30.0,854x480,2.533333,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,8346531524427c50564047d0657d986b7394eba05243a07c6ba8ad5e28ad2043,7f77676767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00517__MVI_3483.mp4,MVI_3483.MOV,include_MVI_3483,,30.0,854x480,2.433008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,e0987b9f3f1e877f4de436d1e9d27968c3d12f3c0a16e6553b9134e9d8df48e9,7f77676767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00518__MVI_3560.mp4,MVI_3560.MOV,include_MVI_3560,,30.0,854x480,2.366016,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,dfd807fff6a1985ec3ee44d5230758bbf479d9dfa32d7533790d8dcdbc5cd25b,7f7f7f77e7640000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00519__MVI_3561.mp4,MVI_3561.MOV,include_MVI_3561,,30.0,854x480,2.233008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,3de2cc7e248cabbd463d01f4237946dcbb1abf888f2a8372ba506575dd467a71,7f7f7f67e7640000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00520__MVI_3562.mp4,MVI_3562.MOV,include_MVI_3562,,30.0,854x480,2.366016,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,81b17ddc8eaa215e2a7bbf93370096add7c69bb0ccac5616e5e1faf704fcbb4c,7f7f7f67e7640000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00521__MVI_3563.mp4,MVI_3563.MOV,include_MVI_3563,,30.0,854x480,2.6,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,dceb21f42521f7182c01bbb2b943e083ae4eadad12ac4f62ca5a1c85eaafa7c9,7f7f7f77e7640000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00522__MVI_3638.mp4,MVI_3638.MOV,include_MVI_3638,,30.0,854x480,2.6,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,4b5b79f2acfc43deaa212abb5f4e6107c960ed7d1a276123f683883106230724,7f7f7f6767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00523__MVI_3639.mp4,MVI_3639.MOV,include_MVI_3639,,30.0,854x480,2.166667,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,910877534b01aa2f8a4bb19e57660cbfa6293afde4b6113b4da366112c1785cc,7f7f7f6767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00524__MVI_3640.mp4,MVI_3640.MOV,include_MVI_3640,,30.0,854x480,2.233008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,f880446bf725a4fd0b27ce6a4268173cf9c8fbc14ef4bd2aadffd4b7e5d528a0,7f7f7f6767670000,1.0,unique,accepted
hospital,hospital,INCLUDE,hospital,ISL_DATASET\hospital\hospital__INCLUDE__00525__MVI_3641.mp4,MVI_3641.MOV,include_MVI_3641,,30.0,854x480,2.333008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,6fce465c52ac06db1603a692cec4592cad001cc151ba3e5583750566cd9e7bff,7f7f7f6767670000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00526__MVI_3323.mp4,MVI_3323.MOV,include_MVI_3323,,30.0,854x480,2.766016,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,156ae8606e2c93c96413c42733e492aa5be9cf22bd9ba7b57f2225004cf2e9d9,7f77776767670000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00527__MVI_3324.mp4,MVI_3324.MOV,include_MVI_3324,,30.0,854x480,2.766667,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,920d7c4a2594f12c502fe18beab7be278f7ad86ca8c7cb7250631e042f9fc94a,7f77776767670000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00528__MVI_3325.mp4,MVI_3325.MOV,include_MVI_3325,,30.0,854x480,2.466667,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,bcc3b66a0ecbed3a288395e1e9f935ce87b71b8ea4ea0f0d18e3128e111a4578,7f77776767670000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00529__MVI_3326.mp4,MVI_3326.MOV,include_MVI_3326,,30.0,854x480,2.633333,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,e02c83b88de072c6a1ab00e7af75e30aea1a239099be96816f9f91fa9aead1d0,7f77776767670000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00530__MVI_3405.mp4,MVI_3405.MOV,include_MVI_3405,,30.0,854x480,3.566016,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,b72972540a34b09aa4dec7e81d35c6505e52af6bfe4ec70fd1f8d8d3a980f0ec,7f7f7f6767670000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00531__MVI_3406.mp4,MVI_3406.MOV,include_MVI_3406,,30.0,854x480,2.266016,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,debfd1446c0e66e7bff6f4493ff9c447768b07126bcfaa4af38d23fed803c244,7f7f7f6767670000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00532__MVI_3407.mp4,MVI_3407.MOV,include_MVI_3407,,30.0,854x480,2.433333,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,c44887555c9457b8ee8cf1ff7afb6ec5f9e65bbff903a4c5146f9d9e9afd4c7a,7f7f7f6767770000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00533__MVI_3408.mp4,MVI_3408.MOV,include_MVI_3408,,30.0,854x480,2.266667,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,eec344d17defcb208d505dc67116ef6354857e043b83fdfb5c9e1a7841d49493,7f7f7f6767670000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00534__MVI_3488.mp4,MVI_3488.MOV,include_MVI_3488,,30.0,854x480,2.0,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,f3895d75e0d3f91cdda3a2edee071ce637de8646a7a2ce2ab758d87aeb1d7c6a,7f7f676767670000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00535__MVI_3489.mp4,MVI_3489.MOV,include_MVI_3489,,30.0,854x480,1.766016,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,2f16494440b8ce919b0d8eb307a41da0fae61736c9525f9e5716d16396bfbddc,7f77676767670000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00536__MVI_3490.mp4,MVI_3490.MOV,include_MVI_3490,,30.0,854x480,2.233333,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,980c62237f2a8c2edd44bf482925a2d41748d6dc7cb325ca782fb4ce978cf199,7f77776767670000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00537__MVI_3491.mp4,MVI_3491.MOV,include_MVI_3491,,30.0,854x480,1.966016,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,00c6b86a8fc5994b965b32ed15977b6226d164be195e792aa2ae53fdfca9440f,7f7f676767670000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00538__MVI_3569.mp4,MVI_3569.MOV,include_MVI_3569,,30.0,854x480,2.366016,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,ca2f4cf253399aab558e8bc370e71ea286dcd19b7293119c1f760b51b56c857f,7f7f7f77e7640000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00539__MVI_3570.mp4,MVI_3570.MOV,include_MVI_3570,,30.0,854x480,2.0,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,b9d19a8e8beb76188b00e273af384dff9d9d5e8cd1073b02ecfb1a4d95810155,7f7f7f77e7640000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00540__MVI_3571.mp4,MVI_3571.MOV,include_MVI_3571,,30.0,854x480,1.966016,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,f9e37fc755f001986405e463628860db8040dbe84de40278e819333cc495fcbb,7f7f7f77e7650000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00541__MVI_3572.mp4,MVI_3572.MOV,include_MVI_3572,,30.0,854x480,2.033333,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,b87466069ebcff93ca9d5f42b5b923bea3f0be26a44f0519b129203e3296178d,7f7f7f67e7640000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00542__MVI_3647.mp4,MVI_3647.MOV,include_MVI_3647,,30.0,854x480,2.133008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,e05190a3df25120b4fa7bb931b34d3da505caaf71f3875566ea900a6ad6682bc,7f7f7f6767670000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00543__MVI_3648.mp4,MVI_3648.MOV,include_MVI_3648,,30.0,854x480,2.0,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,beebe88a37455c65538de46b20abe773433cba3fbc87f55612a45cde4880f028,7f7f7f6767670000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00544__MVI_3649.mp4,MVI_3649.MOV,include_MVI_3649,,30.0,854x480,1.933333,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,534520101efec72f67893a8eb3344484396506bc6ffcc2e1034f16d583f8be7a,7f7f7f6767670000,1.0,unique,accepted
market,market,INCLUDE,market,ISL_DATASET\market\market__INCLUDE__00545__MVI_3650.mp4,MVI_3650.MOV,include_MVI_3650,,30.0,854x480,1.966667,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,5e59aa44e635fac9a9a00553013476b3baa4db978722a57a9475236457392732,7f7f7f6767670000,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00546__MVI_3826.mp4,MVI_3826.MOV,include_MVI_3826,,30.0,854x480,2.433008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,66977ac713b9902dc8073b8c6ed0555bd11ae16c789379708d8b9c1aa674e7d7,fefee6e6e6e60000,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00547__MVI_3827.mp4,MVI_3827.MOV,include_MVI_3827,,30.0,854x480,2.366016,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,2da23e780cd36436c7d34eb0cbec0938ddc3286fa70acd0910140564b17573e7,fefef6e6e6e60000,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00548__MVI_3828.mp4,MVI_3828.MOV,include_MVI_3828,,30.0,854x480,2.433008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,c8d38ad603732338f357ca4ca9dcaa6b9ea4bb4ce9dfcdb6605011ef1254e553,fefee6e6e6e60000,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00549__MVI_3975.mp4,MVI_3975.MOV,include_MVI_3975,,30.0,854x480,2.566016,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,b9a5d61f2e7e7058e13143b76253fd3e20e8da9766d567c7d4acac03a596421f,fefff7e7e6e60000,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00550__MVI_3976.mp4,MVI_3976.MOV,include_MVI_3976,,30.0,854x480,2.866667,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,a71b831176acb03c6926d11f2ca2c52404558e84867e4e850e316b6afda208ed,fef7f7e7e6e60000,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00551__MVI_3977.mp4,MVI_3977.MOV,include_MVI_3977,,30.0,854x480,2.233333,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,ff72137bcc2f043e5ae989933732521de05a804d9b787be582465a3ab3c03fc1,fef7f7e6e6e60000,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00552__MVI_4122.mp4,MVI_4122.MOV,include_MVI_4122,,30.0,854x480,2.233008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,a491f16bda7e9a6a1120babc4ca123e985af494686a6b97cfeef6de0f0198818,fefefee6e6e60000,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00553__MVI_4123.mp4,MVI_4123.MOV,include_MVI_4123,,30.0,854x480,2.033008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,1f56b9f458a49210d2fb49198ea5bccddd377546a11d025863bf4b690209e67d,fefefef6e6e60000,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00554__MVI_4124.mp4,MVI_4124.MOV,include_MVI_4124,,30.0,854x480,2.2,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,39f54bd0d82d93eb61292cf15ed926b6d31817d082768fd1cbb5ca58364bf4c9,fefefee6e6e60000,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00555__MVI_4246.mp4,MVI_4246.MOV,include_MVI_4246,,30.0,854x480,2.433008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,3d3b6d67a0fd52f6b207f42464b55be5dfa38257c3108adff989fe0bb879cc8f,fff7f7e7f7210100,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00556__MVI_4997.mp4,MVI_4997.MOV,include_MVI_4997,,30.0,854x480,1.833008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,b3e5ba9c8b4853cae1711137fa1acaf733902485dab66abdec0e9c68d7d0d280,7f7f6767e7670000,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00557__MVI_4998.mp4,MVI_4998.MOV,include_MVI_4998,,30.0,854x480,1.933008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,e9e219444a9ca7d5e8b6865998903f4d76e8fcf931bc570e1d369b6142ffe469,7f7f6767e7670000,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00558__MVI_4999.mp4,MVI_4999.MOV,include_MVI_4999,,30.0,854x480,1.833333,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,69df38f204131c015b3fb5cd050f0880f0d64b8dd8553090a3772f438872cb71,7f7f6767e7670000,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00559__MVI_5145.mp4,MVI_5145.MOV,include_MVI_5145,,30.0,854x480,2.233008,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,bd399b1f6c0b6360907ac0012d3d2f1334047d5aaf5521719314bf3cea0c77ca,7f7f7f6fef101010,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00560__MVI_5146.mp4,MVI_5146.MOV,include_MVI_5146,,30.0,854x480,2.333333,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,08f93a4552fb1771b18e931638f657e7d375e2e20c36355ff6f20441f11db5ec,7f7f7f6fef301010,1.0,unique,accepted
friend,friend,INCLUDE,friend,ISL_DATASET\friend\friend__INCLUDE__00561__MVI_5147.mp4,MVI_5147.MOV,include_MVI_5147,,30.0,854x480,2.166016,CC-BY-4.0,https://doi.org/10.1145/3394171.3413528,https://github.com/AI4Bharat/INCLUDE,https://zenodo.org/records/4010759,b0f24f93f1d58b7ba8aef75150fc403d3526febf5fa410d2728b823b0a3df801,7f7f7f6fef301010,1.0,unique,accepted
